,name,state,level4,level3,level2,level1,Molecular Weight,logP,Water Solubility,logS,Bioavailability,pKa (strongest acidic),Refractivity,Number of Rings,H Bond Donor Count,Rotatable Bond Count,Polar Surface Area (PSA),pKa (strongest basic),Ghose Filter,Monoisotopic Weight,MDDR-Like Rule,Polarizability,H Bond Acceptor Count,Physiological Charge,Rule of Five
11344,Bromisoval,,N05CM,N05C,N05,N,223.07,0.8,1.71,-2.1,1.0,10.95,43.93,0.0,2.0,2.0,72.19,-7.7,1.0,222.000391,0.0,17.9,2.0,0.0,1.0
11345,Difenpiramide,,M01AB,M01A,M01,M,288.35,4.07,0.00557,-4.7,1.0,12.02,88.94,3.0,1.0,4.0,41.99,4.04,1.0,288.126263143,0.0,32.19,2.0,0.0,1.0
11348,Vincamine,,C04AX,C04A,C04,C,354.45,3.39,0.216,-3.2,1.0,10.52,99.57,5.0,1.0,3.0,54.7,6.7,1.0,354.194342705,0.0,39.39,3.0,0.0,1.0
11350,Succinimide,,G04BX,G04B,G04,G,99.089,-0.99,228.0,0.36,1.0,9.9,22.28,1.0,1.0,0.0,46.17,-7.2,0.0,99.032028405,0.0,8.82,2.0,0.0,1.0
11352,Norfenefrine,,C01CA,C01C,C01,C,153.181,-0.32,18.6,-0.91,1.0,9.56,42.47,1.0,3.0,2.0,66.48,8.91,0.0,153.078978598,0.0,15.94,3.0,1.0,1.0
11353,Chiniofon,,P01AX,P01A,P01,P,435.12,-0.58,0.496,-2.8,1.0,-4.4,65.95,2.0,2.0,1.0,87.49,2.82,0.0,434.88856,0.0,25.8,5.0,-1.0,1.0
11354,Difemerine,,A03AA,A03A,A03,A,327.424,3.42,0.125,-3.4,1.0,11.05,95.33,2.0,1.0,7.0,49.77,8.99,1.0,327.183443669,0.0,35.89,3.0,1.0,1.0
11355,Sodium feredetate,,B03AB,B03A,B03,B,367.047,-1.5,0.0541,-3.9,1.0,1.12,71.6,4.0,0.0,2.0,119.03,-7.0,0.0,366.984071,0.0,26.41,5.0,-1.0,1.0
11357,Diiodohydroxypropane,,D08AG,D08A,D08,D,311.889,1.79,0.564,-2.7,1.0,14.16,43.39,0.0,1.0,2.0,20.23,-3.2,0.0,311.8508,0.0,17.31,1.0,0.0,1.0
11360,Epimestrol,,G03GB,G03G,G03,G,302.414,2.82,0.0143,-4.3,1.0,13.62,85.75,4.0,2.0,1.0,49.69,-3.2,1.0,302.188194697,0.0,35.02,3.0,0.0,1.0
11363,Iopydol,,V08AD,V08A,V08,V,420.973,1.31,4.82,-1.9,1.0,13.98,71.86,1.0,2.0,3.0,60.77,-3.0,1.0,420.86718,0.0,27.86,4.0,0.0,1.0
11364,Levoverbenone,,R05CA,R05C,R05,R,150.221,2.24,3.84,-1.6,1.0,19.84,45.37,2.0,0.0,0.0,17.07,-4.7,0.0,150.104465071,0.0,17.37,1.0,0.0,1.0
11365,Merbromin,,D08AK,D08A,D08,D,750.65,3.07,0.0844,-4.0,1.0,3.61,142.01,4.0,1.0,2.0,109.72,-2.0,0.0,749.818928236,0.0,42.76,6.0,-2.0,0.0
11367,Adrenalone,,A01AD,A01A,A01,A,181.191,-0.18,8.68,-1.3,1.0,7.5,48.56,1.0,3.0,3.0,69.56,8.24,1.0,181.073893218,0.0,18.32,4.0,1.0,1.0
11368,Eprozinol,,R03DX,R03D,R03,R,354.494,2.93,0.174,-3.3,1.0,14.44,106.8,3.0,1.0,8.0,35.94,7.89,1.0,354.230728214,1.0,41.94,4.0,1.0,1.0
11369,Neocitrullamon,,N03AB,N03A,N03,N,367.405,-0.42,0.0177,-4.3,1.0,1.68,98.37,3.0,3.0,7.0,112.73,9.2,0.0,367.153206168,1.0,38.13,5.0,0.0,1.0
11371,Oxyfedrine,,C01DX,C01D,C01,C,313.397,2.63,0.0217,-4.2,1.0,13.88,90.75,2.0,2.0,8.0,58.56,9.06,1.0,313.167793605,0.0,34.91,4.0,1.0,1.0
11372,Terguride,,G02CB,G02C,G02,G,340.471,2.2,0.0875,-3.6,1.0,15.54,101.19,4.0,2.0,3.0,51.37,7.51,1.0,340.226311538,0.0,39.14,2.0,1.0,1.0
11373,Linsidomine,,C01DX,C01D,C01,C,170.172,-2.1,31.2,-0.86,1.0,10.06,60.32,2.0,1.0,1.0,62.61,-2.9,0.0,170.080375578,0.0,16.29,4.0,1.0,1.0
11374,Metildigoxin,,C01AA,C01A,C01,C,794.976,3.01,0.0608,-4.1,0.0,7.15,197.98,8.0,5.0,8.0,192.06,-3.0,0.0,794.445256805,1.0,86.59,13.0,0.0,0.0
11375,Acetylglycinamide chloral hydrate,,N05CC,N05C,N05,N,282.5,-1.3,43.4,-0.58,1.0,3.77,25.45,0.0,2.0,3.0,66.4,-2.0,0.0,280.9624555,0.0,10.69,3.0,-1.0,1.0
11376,Oxypertine,,N05AE,N05A,N05,N,379.504,3.92,0.0349,-4.0,1.0,17.51,115.07,4.0,1.0,6.0,40.73,8.51,1.0,379.225977186,1.0,44.74,4.0,1.0,1.0
11377,Edetate sodium,,S01XA,S01X,S01,S,380.17,-5.0,97.1,-0.59,1.0,1.5,105.69,0.0,0.0,11.0,167.0,7.52,0.0,380.01844407,0.0,24.74,10.0,-3.0,1.0
11378,Mefruside,,C03BB,C03B,C03,C,382.87,0.94,0.221,-3.2,1.0,8.68,87.86,2.0,1.0,4.0,106.77,-4.2,1.0,382.0423918,0.0,36.06,5.0,0.0,1.0
11379,Carbutamide,,A10BB,A10B,A10,A,271.34,0.95,0.686,-2.6,1.0,4.35,69.93,1.0,3.0,4.0,101.29,2.11,1.0,271.099062593,0.0,28.43,4.0,-1.0,1.0
11380,Nifenazone,,M02AA,M02A,M02,M,308.341,0.79,0.378,-2.9,1.0,10.56,88.0,3.0,1.0,3.0,65.54,3.59,1.0,308.127325771,0.0,32.76,4.0,0.0,1.0
11382,Rokitamycin,,J01FA,J01F,J01,J,828.006,3.63,0.061,-4.1,0.0,12.71,211.11,3.0,3.0,15.0,206.05,7.9,0.0,827.466720526,1.0,89.06,13.0,1.0,0.0
11383,Guanoxabenz,,C02CC,C02C,C02,C,247.08,2.24,0.0951,-3.4,1.0,14.79,91.32,1.0,4.0,2.0,80.5,6.25,1.0,246.0075163,0.0,22.36,5.0,0.0,1.0
11384,Lofepramine,,N06AA,N06A,N06,N,418.97,6.11,0.000838,-5.7,1.0,17.02,125.31,4.0,0.0,7.0,23.55,6.53,0.0,418.1811912,1.0,46.66,3.0,0.0,0.0
11385,Pirisudanol,,N06BX,N06B,N06,N,340.376,-0.76,1.64,-2.3,1.0,9.44,86.94,1.0,2.0,11.0,109.19,8.38,0.0,340.163436501,0.0,35.65,6.0,1.0,1.0
11386,Phenglutarimide,,N04AA,N04A,N04,N,288.391,2.0,0.187,-3.2,1.0,11.7,83.81,2.0,1.0,6.0,49.41,9.96,1.0,288.183778021,0.0,32.57,3.0,1.0,1.0
11387,Fenyramidol,,M03BX,M03B,M03,M,214.268,1.92,0.94,-2.4,1.0,14.1,64.98,2.0,2.0,4.0,45.15,6.61,1.0,214.110613079,0.0,23.69,3.0,0.0,1.0
11390,Morinamide,,J04AK,J04A,J04,J,222.248,-1.1,4.72,-1.7,1.0,13.34,57.25,2.0,1.0,3.0,67.35,4.0,0.0,222.111675707,0.0,22.7,5.0,0.0,1.0
11391,Moxestrol,,G03CB,G03C,G03,G,326.436,3.23,0.00928,-4.6,1.0,10.21,93.72,4.0,2.0,1.0,49.69,-3.7,1.0,326.188194697,0.0,37.06,3.0,0.0,1.0
11392,Troxipide,,A02BX,A02B,A02,A,294.351,0.68,0.356,-2.9,1.0,14.45,79.36,2.0,2.0,5.0,68.82,9.52,1.0,294.157957196,0.0,32.09,5.0,1.0,1.0
11394,Edoxudine,solid,D06BB,D06B,D06,D,256.258,-0.67,61.4,-0.62,1.0,9.95,60.01,2.0,3.0,3.0,99.1,-3.0,0.0,256.105921623,0.0,24.93,5.0,0.0,1.0
11395,Nicofuranose,,C10AD,C10A,C10,C,600.54,2.35,0.0593,-4.0,0.0,10.22,147.02,5.0,1.0,14.0,186.22,3.84,0.0,600.149242989,1.0,58.8,10.0,0.0,0.0
11400,Iobenzamic acid,,V08AC,V08A,V08,V,662.004,4.48,0.00929,-4.8,1.0,2.7,120.28,2.0,2.0,5.0,83.63,0.93,0.0,661.80603,0.0,44.65,4.0,-1.0,0.0
11402,Mebutizide,,C03AA,C03A,C03,C,381.89,1.95,0.324,-3.1,1.0,9.06,90.59,2.0,3.0,4.0,118.36,-2.6,1.0,381.0583762,0.0,37.54,5.0,0.0,1.0
11403,Proglumide,,A02BX,A02B,A02,A,334.416,2.14,0.145,-3.4,1.0,4.42,91.56,1.0,2.0,10.0,86.71,-1.2,1.0,334.189257325,0.0,36.7,4.0,-1.0,1.0
11404,Lonazolac,,M01AB,M01A,M01,M,312.75,4.33,0.00937,-4.5,1.0,4.31,85.3,3.0,1.0,4.0,55.12,1.89,1.0,312.0665554,0.0,32.25,3.0,-1.0,1.0
11407,Endralazine,,C02DB,C02D,C02,C,269.308,0.38,0.257,-3.0,1.0,10.36,88.53,3.0,2.0,1.0,83.08,5.46,1.0,269.127660123,0.0,28.32,5.0,0.0,1.0
11408,Droxypropine,,R05DB,R05D,R05,R,305.418,2.25,0.567,-2.7,1.0,15.12,88.48,2.0,1.0,8.0,49.77,8.06,1.0,305.199093733,0.0,35.15,4.0,1.0,1.0
11413,Citiolone,,A05BA,A05B,A05,A,159.2,-0.43,10.2,-1.2,1.0,12.53,39.2,1.0,1.0,1.0,46.17,-1.8,0.0,159.035399708,0.0,15.59,2.0,0.0,1.0
11414,Esatenolol,,C07AB,C07A,C07,C,266.341,0.43,0.429,-2.8,1.0,14.08,73.51,1.0,3.0,8.0,84.58,9.67,1.0,266.163042576,0.0,29.99,4.0,1.0,1.0
11415,Ioxitalamic acid,solid,V08AA,V08A,V08,V,643.942,2.04,0.265,-3.4,1.0,2.13,108.53,1.0,4.0,5.0,115.73,-1.8,0.0,643.78021,0.0,41.6,5.0,-1.0,0.0
11416,Nepinalone,,R05DB,R05D,R05,R,271.404,3.91,0.0429,-3.8,1.0,19.18,83.66,3.0,0.0,3.0,20.31,8.98,1.0,271.193614429,0.0,31.92,2.0,1.0,1.0
11419,Mazaticol,,N04AA,N04A,N04,N,405.57,4.01,0.0457,-4.0,1.0,10.4,107.83,4.0,1.0,5.0,49.77,9.36,1.0,405.143236081,0.0,43.46,3.0,1.0,1.0
11420,Proxyphylline,,R03DA,R03D,R03,R,238.247,-0.82,14.6,-1.2,1.0,15.17,60.54,2.0,1.0,2.0,78.67,-0.97,0.0,238.106590327,0.0,23.66,4.0,0.0,1.0
11421,Tioclomarol,,B01AA,B01A,B01,B,447.33,5.37,0.000581,-5.9,1.0,4.83,113.59,4.0,2.0,5.0,66.76,-3.1,1.0,446.0146356,0.0,44.2,3.0,-1.0,0.0
11422,Cadralazine,,C02DB,C02D,C02,C,283.3268,1.23,0.635,-2.6,1.0,12.88,78.74,1.0,3.0,8.0,99.61,3.37,1.0,283.164439563,0.0,30.19,6.0,0.0,1.0
11425,Phenibut,,N06BX,N06B,N06,N,179.219,-1.4,1.56,-2.1,1.0,4.44,50.02,1.0,2.0,4.0,63.32,9.8,0.0,179.094628663,0.0,18.82,3.0,0.0,1.0
11426,Midecamycin,solid,J01FA,J01F,J01,J,813.979,3.19,0.0935,-3.9,0.0,12.71,206.51,3.0,3.0,14.0,206.05,7.9,0.0,813.451070461,1.0,85.96,13.0,1.0,0.0
11429,Pecilocin,,D01AA,D01A,D01,D,291.391,2.4,0.181,-3.2,1.0,18.09,86.98,1.0,1.0,7.0,57.61,-1.4,1.0,291.183443669,0.0,33.94,3.0,0.0,1.0
11431,Cefcapene,,J01DD,J01D,J01,J,453.49,-0.91,0.0382,-4.1,1.0,3.11,109.24,3.0,4.0,8.0,177.94,4.13,0.0,453.0776757,1.0,43.72,7.0,-1.0,1.0
11432,Bephenium,,P02CX,P02C,P02,P,256.368,-0.6,4.35e-05,-6.8,1.0,18.33,91.07,2.0,0.0,6.0,9.23,-4.9,0.0,256.169590753,0.0,30.19,1.0,1.0,1.0
11435,Ciclobendazole,,P02CA,P02C,P02,P,259.265,2.14,0.226,-3.1,1.0,9.14,68.73,3.0,2.0,4.0,84.08,3.4,1.0,259.095691291,0.0,27.16,4.0,0.0,1.0
11437,Lanatoside C,,C01AA,C01A,C01,C,985.127,1.04,0.3,-3.5,0.0,7.15,234.8,9.0,8.0,12.0,288.28,-3.0,0.0,984.492994847,1.0,103.8,18.0,0.0,0.0
11440,Cefodizime,,J01DD,J01D,J01,J,584.669,0.24,0.068,-3.9,0.0,2.68,136.93,4.0,4.0,10.0,197.4,3.45,0.0,584.027629784,1.0,56.47,11.0,-2.0,0.0
11441,Nalfurafine,,V03AX,V03A,V03,V,476.573,2.24,0.162,-3.5,1.0,10.29,131.33,7.0,2.0,5.0,86.38,9.51,0.0,476.231122138,0.0,51.16,5.0,1.0,1.0
11445,Furazidin,,J01XE,J01X,J01,J,264.197,0.07,0.14,-3.3,1.0,8.23,61.6,2.0,1.0,4.0,118.05,0.48,1.0,264.049469374,0.0,24.08,5.0,0.0,1.0
11448,Meptazinol,,N02AX,N02A,N02,N,233.355,3.07,0.354,-2.8,1.0,10.23,72.28,2.0,1.0,2.0,23.47,9.16,1.0,233.177964365,0.0,27.89,2.0,1.0,1.0
11451,Tenidap,,M01AX,M01A,M01,M,320.75,2.32,0.00947,-4.5,1.0,4.83,79.78,3.0,2.0,1.0,83.63,-0.69,1.0,320.002241,0.0,30.33,3.0,-1.0,1.0
11453,Etamsylate,,B02BX,B02B,B02,B,263.31,1.2,17.4,-1.0,1.0,-2.8,40.64,1.0,3.0,3.0,94.83,-6.0,1.0,263.082743825,0.0,15.98,5.0,-1.0,1.0
11454,Quinbolone,,A14AA,A14A,A14,A,352.518,5.03,0.001,-5.6,1.0,18.86,108.18,5.0,0.0,2.0,26.3,-4.6,1.0,352.24023027,0.0,42.19,2.0,0.0,0.0
11455,Sulfametomidine,,J01ED,J01E,J01,J,294.33,1.39,0.26,-3.0,1.0,7.18,75.97,2.0,2.0,3.0,107.2,3.66,1.0,294.078661501,0.0,28.91,6.0,0.0,1.0
11457,Iodine (131I) norcholesterol,,V09XA,V09X,V09,V,516.562,7.67,0.000117,-6.6,0.0,18.19,133.56,4.0,1.0,6.0,20.23,-1.4,0.0,516.253165237,1.0,55.61,1.0,0.0,0.0
11460,Hidrosmin,,C05CA,C05C,C05,C,652.602,-1.6,1.08,-2.8,0.0,9.55,153.17,5.0,8.0,10.0,243.52,-2.8,0.0,652.200335079,1.0,64.76,16.0,0.0,0.0
11461,Fluperolone,,D07AB,D07A,D07,D,392.467,1.89,0.0579,-3.8,1.0,12.53,102.52,4.0,3.0,2.0,94.83,-3.4,1.0,392.199902197,0.0,40.82,5.0,0.0,1.0
11463,Cyclobutyrol,,A05AX,A05A,A05,A,186.251,1.91,11.8,-1.2,1.0,4.71,49.12,1.0,2.0,3.0,57.53,-3.1,1.0,186.12559444,0.0,20.24,3.0,-1.0,1.0
11464,Dimetofrine,,C01CA,C01C,C01,C,227.26,-0.38,10.7,-1.3,1.0,8.97,60.18,1.0,3.0,5.0,70.95,9.68,1.0,227.115758031,0.0,23.84,5.0,1.0,1.0
11468,Cefsulodin,,J01DD,J01D,J01,J,532.54,-5.8,0.0186,-4.5,1.0,-1.4,139.44,4.0,3.0,8.0,190.88,-0.7,0.0,532.072255968,1.0,49.58,8.0,-1.0,0.0
11469,Otilonium,,A03CA,A03C,A03,A,483.672,2.58,2.42e-05,-7.3,1.0,12.75,155.79,2.0,1.0,17.0,64.63,-3.9,0.0,483.321734293,0.0,58.63,3.0,1.0,1.0
11470,Bendazac,,M02AA,M02A,M02,M,282.299,3.06,0.103,-3.4,1.0,3.66,88.76,3.0,1.0,5.0,64.35,0.35,1.0,282.100442319,0.0,28.97,4.0,-1.0,1.0
11473,Cefetamet,,J01DD,J01D,J01,J,397.42,-0.65,0.174,-3.4,1.0,2.72,94.18,3.0,3.0,5.0,147.21,3.61,0.0,397.051460951,0.0,37.42,8.0,-1.0,1.0
11475,Carfecillin,,G01AA,G01A,G01,G,454.5,2.62,0.018,-4.4,1.0,3.29,115.37,4.0,2.0,7.0,113.01,-6.3,1.0,454.11985761,1.0,45.34,5.0,-1.0,1.0
11476,Poldine,,A03AB,A03A,A03,A,340.442,-0.97,0.000537,-5.8,1.0,11.05,109.4,3.0,1.0,6.0,46.53,-4.5,0.0,340.190720121,1.0,37.74,2.0,1.0,1.0
11477,Cloranolol,,C07AA,C07A,C07,C,292.2,3.08,0.0879,-3.5,1.0,14.09,74.62,1.0,2.0,6.0,41.49,9.76,1.0,291.0792843,0.0,30.46,3.0,1.0,1.0
11478,Aloxiprin,,N02BA,N02B,N02,N,282.119,1.24,36.2,-0.76,1.0,3.41,44.45,1.0,1.0,3.0,63.6,-7.1,1.0,281.9900796,0.0,16.96,3.0,-1.0,1.0
11479,Buflomedil,,C04AX,C04A,C04,C,307.39,1.88,0.486,-2.8,1.0,15.61,86.27,2.0,0.0,8.0,48.0,8.69,1.0,307.178358289,0.0,34.46,5.0,1.0,1.0
11480,Clebopride,,A03FA,A03F,A03,A,373.88,2.42,0.0198,-4.3,1.0,14.61,106.07,3.0,2.0,5.0,67.59,8.52,1.0,373.1557047,0.0,39.81,4.0,1.0,1.0
11481,Clefamide,,P01AC,P01A,P01,P,399.22,3.17,0.00872,-4.7,1.0,15.54,98.71,2.0,1.0,8.0,95.59,-2.5,1.0,398.043627,0.0,37.14,4.0,0.0,1.0
11482,Tribromometacresol,,D01AE,D01A,D01,D,344.828,4.49,0.0149,-4.4,1.0,6.51,55.95,1.0,1.0,0.0,20.23,-7.7,0.0,341.789054,0.0,21.83,1.0,-1.0,1.0
11483,Pranoprofen,,S01BC,S01B,S01,S,255.2686,2.94,1.03,-2.4,1.0,3.63,70.02,3.0,1.0,2.0,59.42,2.24,1.0,255.089543287,0.0,26.86,3.0,-1.0,1.0
11484,Levomethadone,,N07BC,N07B,N07,N,309.453,5.01,0.0059,-4.7,1.0,18.78,97.27,2.0,0.0,7.0,20.31,9.12,1.0,309.209264493,0.0,35.86,2.0,1.0,0.0
11492,Veralipride,,N05AL,N05A,N05,N,383.46,0.55,0.285,-3.1,1.0,10.06,99.51,2.0,2.0,8.0,110.96,7.77,1.0,383.151492091,0.0,39.87,6.0,1.0,1.0
11495,Pentaerithrityl,,A06AD,A06A,A06,A,136.147,-2.7,479.0,0.55,1.0,14.3,31.73,0.0,4.0,4.0,80.92,-2.8,0.0,136.073558866,0.0,13.53,4.0,0.0,1.0
11496,Proglumetacin,,M01AB,M01A,M01,M,844.45,5.72,0.00116,-5.9,0.0,15.04,232.88,5.0,1.0,23.0,139.72,7.8,0.0,843.3973915,1.0,94.75,8.0,1.0,0.0
11497,Chlormadinone,,G03AA,G03A,G03,G,362.89,3.28,0.00677,-4.7,1.0,12.7,99.94,4.0,1.0,1.0,54.37,-3.8,1.0,362.1648724,0.0,39.66,3.0,0.0,1.0
11498,Dobesilic acid,,C05BX,C05B,C05,C,190.174,1.2,17.4,-1.0,1.0,-2.8,40.64,1.0,3.0,1.0,94.83,-6.0,0.0,189.993593992,0.0,15.98,5.0,-1.0,1.0
11499,Mepindolol,,C07AA,C07A,C07,C,262.353,1.89,0.354,-2.9,1.0,14.09,76.61,2.0,3.0,6.0,57.28,9.67,1.0,262.168127956,0.0,30.36,3.0,1.0,1.0
11500,Nicofetamide,,A03AC,A03A,A03,A,302.377,3.63,0.00398,-4.9,1.0,15.01,91.53,3.0,1.0,5.0,41.99,3.62,1.0,302.141913208,0.0,33.22,2.0,0.0,1.0
11501,Cyclopenthiazide,,G01AE,G01A,G01,G,379.87,1.45,0.279,-3.1,1.0,9.07,88.97,3.0,3.0,3.0,118.36,-2.6,1.0,379.0427261,0.0,36.83,5.0,0.0,1.0
11502,Methylestrenolone,,G03DC,G03D,G03,G,288.431,3.35,0.0302,-4.0,1.0,19.28,84.59,4.0,1.0,0.0,37.3,-0.53,1.0,288.208930142,0.0,34.21,2.0,0.0,1.0
11503,Gedocarnil,,N05BX,N05B,N05,N,424.88,4.82,0.00156,-5.4,1.0,11.58,114.75,4.0,1.0,7.0,73.44,2.43,1.0,424.1189849,1.0,44.08,3.0,0.0,1.0
11505,Broxyquinoline,,P01AA,P01A,P01,P,302.95,3.36,0.105,-3.5,1.0,7.14,57.21,2.0,1.0,0.0,33.12,3.31,0.0,300.873789081,0.0,21.7,2.0,-1.0,1.0
11506,Gitoformate,,C01AA,C01A,C01,C,920.999,4.18,0.0169,-4.7,0.0,6.82,216.57,8.0,1.0,17.0,233.41,-3.2,0.0,920.404179841,1.0,95.66,13.0,-1.0,0.0
11508,Iodoxamic acid,,V08AC,V08A,V08,V,1287.925,7.17,0.00284,-5.7,0.0,2.03,218.95,2.0,4.0,19.0,169.72,-3.8,0.0,1287.58557,0.0,88.78,10.0,-2.0,0.0
11509,Isepamicin,,J01GB,J01G,J01,J,569.6031,-7.3,63.0,-0.96,0.0,12.07,128.43,3.0,12.0,9.0,297.72,9.54,0.0,569.290821865,1.0,56.68,16.0,4.0,0.0
11510,Iprazochrome,,N02CX,N02C,N02,N,264.285,-0.45,1.42,-2.3,1.0,11.64,71.32,2.0,3.0,2.0,108.02,2.12,0.0,264.122240391,0.0,26.87,5.0,0.0,1.0
11511,Bevonium,,A03AB,A03A,A03,A,354.469,-0.53,0.000297,-6.1,1.0,11.05,114.0,3.0,1.0,6.0,46.53,-4.5,0.0,354.206370186,1.0,39.5,2.0,1.0,1.0
11512,Mitobronitol,,L01AX,L01A,L01,L,307.966,-0.65,39.7,-0.89,1.0,12.63,50.47,0.0,4.0,5.0,80.92,-3.5,0.0,305.910235,0.0,21.05,4.0,0.0,1.0
11513,Ethenzamide,,N02BA,N02B,N02,N,165.192,1.02,2.44,-1.8,1.0,13.68,46.35,1.0,1.0,3.0,52.32,-0.93,1.0,165.078978598,0.0,17.29,2.0,0.0,1.0
11514,Isobromindione,,M04AB,M04A,M04,M,301.139,3.65,0.00722,-4.6,1.0,4.55,72.86,3.0,0.0,1.0,34.14,-7.5,1.0,299.978593,0.0,26.9,2.0,-1.0,1.0
11516,Sulfatolamide,,G01AE,G01A,G01,G,417.52,0.3,0.344,-2.8,1.0,6.13,59.15,2.0,3.0,3.0,98.21,2.25,1.0,417.059917634,0.0,21.76,3.0,-1.0,1.0
11518,4-dimethylaminophenol,,V03AB,V03A,V03,V,137.182,1.78,187.0,0.13,1.0,10.33,42.47,1.0,1.0,1.0,23.47,5.92,0.0,137.084063978,0.0,15.33,2.0,0.0,1.0
11520,Cinchophen,,M04AC,M04A,M04,M,249.269,3.82,0.0355,-3.8,1.0,3.57,72.0,3.0,1.0,2.0,50.19,1.26,1.0,249.078978598,0.0,26.59,3.0,-1.0,1.0
11521,Trifluperidol,,N05AD,N05A,N05,N,409.425,3.93,0.0178,-4.4,1.0,13.93,103.76,3.0,1.0,7.0,40.54,8.02,1.0,409.166491637,1.0,40.04,3.0,1.0,1.0
11522,Carumonam,,J01DF,J01D,J01,J,466.4,-3.9,0.318,-3.2,0.0,-1.9,93.15,2.0,5.0,9.0,253.9,3.09,0.0,466.021283023,0.0,40.34,12.0,-2.0,0.0
11523,Moperone,,N05AD,N05A,N05,N,355.453,3.57,0.0102,-4.5,1.0,14.02,102.83,3.0,1.0,6.0,40.54,8.17,1.0,355.194757244,1.0,39.22,3.0,1.0,1.0
11524,Prajmaline,,C01BA,C01B,C01,C,369.528,-1.4,0.0299,-4.1,1.0,12.01,117.75,6.0,2.0,3.0,43.7,-0.54,0.0,369.253654731,0.0,42.74,3.0,1.0,1.0
11525,Sulfamazone,,J01ED,J01E,J01,J,560.6,-0.16,0.0389,-4.2,0.0,-1.6,141.93,4.0,3.0,8.0,171.13,-0.6,0.0,560.114789485,1.0,54.34,11.0,-2.0,0.0
11528,Rimiterol,,R03AC,R03A,R03,R,223.272,0.44,6.83,-1.5,1.0,9.74,61.04,2.0,4.0,2.0,72.72,8.93,1.0,223.120843411,0.0,23.79,4.0,1.0,1.0
11531,Norgestrienone,,G03AC,G03A,G03,G,294.394,2.41,0.0113,-4.4,1.0,17.57,89.12,4.0,1.0,0.0,37.3,-1.7,1.0,294.161979948,0.0,33.61,2.0,0.0,1.0
11532,Zipeprol,,R05DB,R05D,R05,R,384.52,2.88,0.198,-3.3,1.0,13.72,112.65,3.0,1.0,9.0,45.17,7.79,1.0,384.241292898,1.0,43.71,5.0,1.0,1.0
11533,Benzoxonium,,A01AB,A01A,A01,A,364.593,1.25,0.000139,-6.5,1.0,13.67,123.78,1.0,2.0,17.0,40.46,-3.3,1.0,364.321006017,0.0,47.26,2.0,1.0,1.0
11534,Sequifenadine,,R06AX,R06A,R06,R,321.464,4.14,0.0106,-4.5,1.0,13.19,100.32,4.0,1.0,3.0,23.47,8.95,1.0,321.209264493,0.0,36.89,2.0,1.0,1.0
11535,Desaspidin,,P02DX,P02D,P02,P,446.496,5.0,0.0678,-3.8,1.0,3.46,121.2,2.0,4.0,9.0,141.36,-4.7,1.0,446.194067926,0.0,46.75,8.0,-2.0,0.0
11536,Diodone,,V08AA,V08A,V08,V,510.067,2.11,1.92,-2.3,1.0,2.53,65.69,1.0,1.0,6.0,57.61,-8.2,0.0,509.91486,0.0,25.02,4.0,-1.0,0.0
11539,Pentamycin,,G01AA,G01A,G01,G,670.837,-0.68,0.209,-3.5,0.0,12.89,182.93,1.0,10.0,5.0,228.6,-2.8,0.0,670.392827308,0.0,74.3,11.0,0.0,0.0
11541,Acefylline,,R03DA,R03D,R03,R,238.203,-1.1,14.7,-1.2,1.0,3.26,55.92,2.0,1.0,2.0,95.74,-1.0,0.0,238.070204818,0.0,21.81,5.0,-1.0,1.0
11542,Heptaminol,,C01DX,C01D,C01,C,145.246,0.82,16.2,-0.95,1.0,18.53,43.8,0.0,2.0,4.0,46.25,10.43,0.0,145.146664236,0.0,18.22,2.0,1.0,1.0
11544,Aluminium nicotinate,,C10AD,C10A,C10,C,393.291,-0.17,0.0189,-4.3,1.0,2.79,41.99,3.0,0.0,3.0,53.02,4.19,1.0,393.0541486,0.0,10.86,3.0,-1.0,1.0
11548,Succinylsulfathiazole,,A07AB,A07A,A07,A,355.38,0.87,0.185,-3.3,1.0,3.36,83.33,2.0,3.0,6.0,125.46,0.59,1.0,355.029662879,0.0,33.41,6.0,-2.0,1.0
11549,Rociverine,,A03AA,A03A,A03,A,339.52,3.99,0.0582,-3.8,1.0,14.09,97.7,2.0,1.0,8.0,49.77,9.2,1.0,339.277344055,0.0,40.08,3.0,1.0,1.0
11550,Ferric (59Fe) citrate,,V09XX,V09X,V09,V,248.034,-1.3,2.25,-2.2,1.0,3.05,68.14,0.0,1.0,5.0,140.62,-4.2,0.0,247.938407994,0.0,14.23,7.0,-3.0,1.0
11551,Mephenesin,solid,M03BX,M03B,M03,M,182.219,1.01,20.8,-0.94,1.0,13.62,49.82,1.0,2.0,4.0,49.69,-3.0,1.0,182.094294311,0.0,19.7,3.0,0.0,1.0
11554,Metandienone,,A14AA,A14A,A14,A,300.4351,3.64,0.0161,-4.3,1.0,18.39,90.16,4.0,1.0,0.0,37.3,-0.53,1.0,300.20893014,0.0,35.09,2.0,0.0,1.0
11555,Mesterolone,,G03BB,G03B,G03,G,304.4669,3.7,0.00641,-4.7,1.0,19.38,88.15,4.0,1.0,0.0,37.3,-0.88,1.0,304.240230268,0.0,36.3,2.0,0.0,1.0
11557,Calcium pangamate,,A12AA,A12A,A12,A,600.584,-5.8,16.3,-1.6,0.0,2.98,71.69,0.0,4.0,18.0,150.59,6.58,0.0,600.169074,0.0,25.99,8.0,-1.0,0.0
